epoch_index,label,C3_mean,C3_std,C3_var,C3_min,C3_max,C3_range,C3_skewness,C3_kurtosis,C3_zero_crossing_rate,C3_signal_energy,C3_delta_power,C3_theta_power,C3_alpha_power,C3_mu_power,C3_beta_power,C3_gamma_power,C4_mean,C4_std,C4_var,C4_min,C4_max,C4_range,C4_skewness,C4_kurtosis,C4_zero_crossing_rate,C4_signal_energy,C4_delta_power,C4_theta_power,C4_alpha_power,C4_mu_power,C4_beta_power,C4_gamma_power
115,2,-1.8773841345570375e-07,5.496498457865863e-06,3.0211495297321814e-11,-7.51084226067178e-05,2.0985722585464828e-05,9.609414519218262e-05,-9.56169920691206,129.51168049560658,0.2894211576846307,1.5153617245613553e-08,7.792053306460429e-15,3.3520513930497625e-14,1.048056220124917e-13,9.904880969287e-14,5.041012486463978e-14,5.647161013061708e-15,-4.153830069861901e-08,1.8040168942780202e-06,3.254476954840514e-12,-1.835128932725638e-05,5.1947995416412596e-06,2.354608886889764e-05,-3.7572646697604544,37.103927766065226,0.3093812375249501,1.6313573950179865e-09,4.889948297289782e-16,2.711889453870368e-14,1.0431239031219579e-13,9.969443276592386e-14,5.107689725874938e-14,5.723924708079248e-15
116,1,9.190071382264498e-07,1.3191408639837817e-05,1.740132619031878e-10,-3.317771552246995e-05,0.0001380419998895377,0.00017121971541200764,7.836581621933544,76.8253270592205,0.23952095808383234,8.760377584767277e-08,5.0771342929090056e-14,6.488562087843859e-14,1.2239230806742727e-13,1.2131286052943763e-13,5.1843649137292635e-14,8.704514581548695e-15,2.056191137923522e-07,3.1820945161510675e-06,1.0125725509718696e-11,-8.724662620807067e-06,3.203383676009253e-05,4.075849938089959e-05,6.019109475202353,54.67619497010795,0.25748502994011974,5.0941703695674005e-09,2.6955180909762844e-15,1.7420749816484092e-14,1.329647717284105e-13,1.2170307521432188e-13,4.854307680470231e-14,8.803434971829952e-15
117,2,6.172065683778895e-09,2.649457143657128e-06,7.019623156075787e-12,-2.3585662347613834e-05,2.5013729100464843e-05,4.859939144807868e-05,0.3282772490709415,42.63855104210966,0.2694610778443114,3.5168502864857668e-09,1.3216412475643063e-15,3.044054329859643e-14,1.3545719191514036e-13,1.2721848269950477e-13,5.1117363867938514e-14,4.734849494180138e-15,-3.3092212425623256e-09,1.367721241617819e-06,1.870661394772588e-12,-5.6607464102853555e-06,4.741893917525886e-06,1.0402640327811241e-05,-0.27783802671419244,0.9637359611816398,0.27944111776447106,9.37206845204628e-10,4.943217682908777e-17,3.2729606225736995e-14,1.3334514514568905e-13,1.265073620627362e-13,5.16955368388921e-14,4.9362082590301635e-15
118,2,8.652609571253188e-07,1.247497492629736e-05,1.5562499941174779e-10,-3.2344989449484274e-05,0.00013979835784994066,0.00017214334729942493,8.02711660502167,80.56375798608688,0.21157684630738524,7.834321164377228e-08,4.344779468935041e-14,1.1632854310897889e-13,1.1334251184021826e-13,1.217320375911382e-13,6.992964475695297e-14,4.2046728882569e-15,1.8374711152613376e-07,3.314614161389148e-06,1.0986667038881485e-11,-1.0638369531079661e-05,2.9523092962335795e-05,4.0161462493415456e-05,3.99122472739429,31.52381398580531,0.21756487025948104,5.521235449977717e-09,1.5772748252389351e-15,1.5325882726377036e-13,6.237843575414878e-13,5.397041441376995e-13,8.67677099545633e-14,3.459447363978113e-15
119,2,3.8462628462626836e-07,7.293178378811259e-06,5.3190450865160036e-11,-2.610634510347154e-05,0.00010426228982396424,0.00013036863492743578,11.055809372792229,154.79848030056007,0.2694610778443114,2.672253251023671e-08,1.7107024746301265e-14,3.766810071067557e-14,1.221375389150861e-13,1.0909916436111728e-13,4.497479750917537e-14,3.3857740320014473e-15,7.446316233211381e-08,1.920366267664917e-06,3.687806601985283e-12,-6.050167030480225e-06,2.2736552637070417e-05,2.8786719667550642e-05,5.704185088092225,63.975539456612154,0.2634730538922156,1.8503690336294203e-09,6.260093503203813e-16,2.043026335890613e-14,1.0869803443599331e-13,1.0199741800442375e-13,4.851513515899468e-14,3.5907216022985764e-15
120,2,9.466509880096784e-07,1.3603344025459928e-05,1.850509686750163e-10,-3.374592415639199e-05,0.000141663767863065,0.000175409692019457,7.933474397227771,77.80556656847855,0.25948103792415167,9.315950550082614e-08,5.1263059576994e-14,9.302517001488564e-14,9.384828908883314e-14,9.146012910590042e-14,5.3128973764369625e-14,5.4234905400804354e-15,2.0129257336015572e-07,3.1006647435699934e-06,9.614121852017973e-12,-8.290128789667506e-06,3.077854125876911e-05,3.9068670048436616e-05,6.206558202127335,56.06752576283319,0.2694610778443114,4.836974916606072e-09,2.3850108030282e-15,2.6808311515837105e-14,8.314430528957871e-14,8.127747432250042e-14,5.389235470108748e-14,5.107719956851391e-15
121,1,4.3337686385112e-07,6.717035465737077e-06,4.5118565447969704e-11,-1.9296105165267363e-05,8.544109732611105e-05,0.00010473720249137841,8.703546875779935,102.08334861950257,0.22954091816367264,2.269849685799966e-08,1.1555645421573962e-14,8.149232947912826e-14,1.3385793553065443e-13,1.2306140765336826e-13,4.906385016711355e-14,5.187373039668186e-15,1.0003229189647467e-07,1.92624470932014e-06,3.710418680183831e-12,-5.610851076198742e-06,1.9374538169358857e-05,2.49853892455576e-05,4.0513535949030475,35.99310226325027,0.26147704590818366,1.863932994942552e-09,6.95987461127288e-16,3.938242542331984e-14,9.537445155536382e-14,9.316491182517267e-14,4.836241207898721e-14,5.039212565960609e-15
122,1,2.785546822527094e-07,1.0166320534987867e-05,1.03354073220116e-10,-6.438223499571905e-05,7.131441088858992e-05,0.00013569664588430896,0.9094960270965037,12.234148281227489,0.2055888223552894,5.181926463149158e-08,4.951078014856775e-15,5.51881359161328e-12,7.449405765181028e-12,7.015319004539798e-12,1.7736436870474674e-12,1.238414393129373e-13,5.765889944584096e-08,1.4895475193790383e-06,2.2187518124882465e-12,-3.7350623642851133e-06,1.2239363059052266e-05,1.597442542333738e-05,1.8240854002063225,13.713562671751482,0.281437125748503,1.1132602569479499e-09,1.939225086627855e-16,1.7200371598385626e-14,8.309904655935671e-14,9.387753451047906e-14,5.003706499422572e-14,5.104521569909333e-15
123,1,-8.497603258513305e-07,1.2269393201842263e-05,1.5053800954141314e-10,-0.00013254258374217898,3.225674663553946e-05,0.00016479933037771843,-7.874805703937774,77.62903727697278,0.23552894211576847,7.578131117855486e-08,4.118170685180674e-14,8.43502110698445e-14,1.802715714091348e-13,1.6458820576436085e-13,6.84345756959333e-14,5.4245291846482556e-15,-1.526827384699872e-07,2.736746301840388e-06,7.48978032063704e-12,-2.3439859432983212e-05,6.887374183861539e-06,3.032723361684475e-05,-3.9924992357701545,31.013628419948482,0.25748502994011974,3.764059261971131e-09,1.4571520673848855e-15,9.604740056159325e-14,2.6716893658966275e-13,2.3581627369408393e-13,6.778550376151784e-14,4.9892934454094926e-15
124,2,7.629087540823131e-07,1.1158670314604483e-05,1.2451592319003532e-10,-3.109005410806276e-05,0.00012967211659997702,0.00016076217070803978,8.069116507008461,82.8018057208129,0.24550898203592814,6.267407443150246e-08,3.425855644978149e-14,6.531142261881035e-14,1.0174247622285092e-13,9.02635456357886e-14,5.371179794937555e-14,3.2952403418397165e-15,1.4988232969369224e-07,2.568785243079657e-06,6.598657625063812e-12,-8.952224561653566e-06,2.4438426407868974e-05,3.339065096952254e-05,5.135431001018324,45.587557860387776,0.2554890219560878,3.3171822912469284e-09,1.3009457411067132e-15,3.8835259156063676e-14,1.0332041543916632e-13,9.060712481582755e-14,5.509351600630697e-14,3.3580715119763236e-15
125,2,6.083677265606356e-07,9.000594692533204e-06,8.10107048192569e-11,-2.2551950678462163e-05,9.599897748557851e-05,0.00011855092816404067,7.624036518103514,73.73206796620293,0.21756487025948104,4.07717888710987e-08,2.1135201179534315e-14,1.1213323388356159e-13,3.773954950472558e-13,3.6604197686606716e-13,6.830437056106468e-14,5.464745100051567e-15,1.1888649927456981e-07,7.124628164003867e-06,5.076032647531711e-11,-3.432579251239076e-05,3.553445640136488e-05,6.986024891375564e-05,0.19067216081459976,7.1608849300736015,0.17964071856287425,2.5438004697988465e-08,1.6249037833122177e-14,4.4707093945022055e-12,1.054272131155089e-11,8.897376598785058e-12,6.327839775527355e-13,7.371779144073794e-14
126,2,-5.424642546389729e-07,9.208959580084773e-06,8.480493654763513e-11,-8.573366358177736e-05,3.356860906933434e-05,0.00011930227265111171,-5.332067448832177,44.693989596554694,0.2375249500998004,4.263470121161326e-08,1.6964599965492952e-14,1.7697797045122073e-13,5.324899836663349e-13,5.250042490025326e-13,7.428788204295412e-13,1.9571396103137523e-13,-1.4040815643534455e-07,2.9764923494386943e-06,8.859506706267079e-12,-2.1260304492898285e-05,1.1381302101654e-05,3.2641606594552286e-05,-2.1061390565181055,14.105732848646731,0.249500998003992,4.448489799486986e-09,1.2431577253431615e-15,6.802412957759081e-14,1.5515546953666555e-13,1.4271962643674897e-13,9.055335116277141e-14,1.378945589707915e-14
127,1,-4.294747968214585e-12,9.56541052871829e-06,9.149707858291472e-11,-8.430384332314134e-05,8.344703383045271e-05,0.00016775087715359405,-0.5933538869063729,49.315346405229796,0.22355289421157684,4.584003637004952e-08,1.8981184513089528e-14,1.1048406400480178e-13,4.5425915905693163e-13,4.3385899531249693e-13,4.655558561619906e-13,1.3091617783398639e-13,-1.0530744420191103e-09,2.4531994811989543e-06,6.018187694554819e-12,-1.9782815797952935e-05,1.9621906176325865e-05,3.94047219742788e-05,-0.21547748083824506,30.8972681794611,0.2435129740518962,3.0151125905638205e-09,9.908403225578735e-16,4.5192271755076784e-14,1.872628651257642e-13,1.6430242411669692e-13,6.795132261875608e-14,9.942293705532801e-15
128,1,1.9857325839976572e-08,1.0351155735612245e-05,1.0714642506289828e-10,-9.203904483001679e-05,9.680674702394754e-05,0.00018884579185396433,0.6534723311524484,52.12441552220354,0.25948103792415167,5.368055650752018e-08,2.365467575378545e-14,5.147250462587622e-14,1.5648665944038002e-13,1.478057775427721e-13,1.198394448056268e-13,3.0347941631644634e-14,3.958702488016153e-09,2.6843643623155805e-06,7.205812029669933e-12,-2.1319830921129324e-05,2.2408556105801836e-05,4.372838702693116e-05,0.19582694358489486,30.84776461486586,0.2754491017964072,3.610119678198657e-09,1.4683333914835201e-15,2.897507545635522e-14,1.2726379110613767e-13,1.1601270894042726e-13,5.1742770018342287e-14,8.450133401248047e-15
129,1,5.828611430406886e-08,2.7922336554049943e-05,7.796568786376337e-10,-0.00021014042431488633,0.00017431621381547302,0.00038445663813035935,-0.6423275915306056,15.103562012600083,0.2275449101796407,3.906097982302859e-07,9.572108842857233e-14,4.830980549344285e-11,6.113399366392482e-11,6.198088662837336e-11,2.5354198784638082e-11,9.817656723126003e-12,1.77258021698337e-08,3.0101204956812297e-06,9.060825398520213e-12,-1.6737751138862222e-05,2.4015955204959027e-05,4.075370634382125e-05,1.753482017078479,24.02694752800595,0.2654690618762475,4.539630940893972e-09,9.25508850887662e-16,8.599825440025919e-14,2.958069403022829e-13,2.601447429188537e-13,8.147006164914636e-14,3.277005763478124e-14
130,1,4.11595508799298e-07,2.6952148906661516e-05,7.264183306868555e-10,-0.00019591448653955013,0.0001742281747283414,0.0003701426612678915,0.8506036242208584,22.878294299967937,0.21157684630738524,3.640204585164094e-07,2.391995581973653e-13,4.8495218106623354e-11,1.0385175144775133e-10,9.970829681055777e-11,1.5267426514721476e-11,1.753424802224308e-13,-5.963316854733561e-08,1.6565861284881424e-06,2.744277601099332e-12,-1.0090534487972036e-05,3.988607659266563e-06,1.4079142147238599e-05,-1.0753489341303697,5.372114482621459,0.2654690618762475,1.3766646916610536e-09,2.6950520564761067e-16,4.38556456733008e-14,1.582750031571065e-13,1.5501426424491531e-13,6.386029266512604e-14,5.586803501644899e-15
131,2,-4.7195515657913786e-08,1.1048142926489496e-05,1.2206146212413987e-10,-0.00011657163850031793,0.00010131141607416794,0.00021788305457448587,-1.258905083717933,68.96695303238882,0.2155688622754491,6.115390845995988e-08,3.0045738206468394e-14,1.7574811932628703e-13,5.312125134627278e-13,5.736648613612245e-13,6.896806305870216e-13,1.6304796406191264e-13,3.530678555994474e-08,3.3045350503184587e-06,1.091995189878322e-11,-2.6714964405982755e-05,2.8579705031006597e-05,5.529466943698935e-05,0.2901635540888077,33.47151394765739,0.23353293413173654,5.471520432412786e-09,2.347429422682665e-15,4.398955880457038e-14,1.5090136185383118e-13,1.3790169240923665e-13,4.975971144927973e-14,3.8935506167780264e-15
132,1,-1.8207623971274806e-07,6.363916558103812e-06,4.049943395850787e-11,-7.148828444769606e-05,3.82959951821249e-05,0.00010978427962982096,-4.701910294869567,65.30664554537837,0.27345309381237526,2.0306825443503475e-08,8.052733534899812e-15,1.4372076194425545e-13,7.648933738339164e-13,6.71428315048668e-13,5.376918109826207e-13,1.7551101737954457e-13,-3.831519376335844e-09,2.8126180460522844e-06,7.910820272978971e-12,-2.432980363664683e-05,2.4532282623113133e-05,4.886208625975996e-05,-0.1687008979209616,40.85320792071813,0.27345309381237526,3.9633283117133706e-09,1.345147655241049e-15,4.5113626559420736e-14,1.441922973596189e-13,1.4722851561767502e-13,8.26142668300774e-14,1.6370679439655865e-14
133,2,1.363232443789167e-07,6.4081765727341515e-06,4.106472698733882e-11,-4.1672967199701816e-05,4.1394694562768564e-05,8.306766176247038e-05,0.057890861558784514,10.848928345377724,0.22355289421157684,2.05827388181627e-08,2.4780190047145635e-15,2.8997977616836763e-12,4.653922640890464e-12,4.128418290582132e-12,9.10784762420201e-13,2.157571767137862e-13,-4.681498781448006e-09,3.0832285235154007e-06,9.506298128218958e-12,-2.5108274712692946e-05,2.472906453476753e-05,4.983733924746048e-05,-0.3347882778032455,32.73569681224671,0.22554890219560877,4.762666342369548e-09,2.362999485178481e-15,1.7861915940102226e-13,3.8812971297101854e-13,3.5631837861241366e-13,8.481868390485625e-14,1.974080341554236e-14
134,2,5.207753682266827e-07,8.013518947258e-06,6.421648591806296e-11,-2.186657366110012e-05,8.407977293245494e-05,0.00010594634659355506,6.421035820062077,60.478023108462146,0.249500998003992,3.230833414400952e-08,1.6316577292580572e-14,2.34301401718284e-13,4.889772460941252e-13,4.849913198174607e-13,2.3042727402647193e-13,5.497145716086903e-14,-1.4364783212384965e-07,2.4588107317133344e-06,6.045750214388664e-12,-2.5387715140823275e-05,6.56408337817993e-06,3.1951798519003205e-05,-5.264614809739679,46.06767777762956,0.2774451097804391,3.0392588419453347e-09,1.2630541706458898e-15,2.858469695206006e-14,1.1615318878612877e-13,1.0366934384304252e-13,4.848045919288258e-14,8.953702735848892e-15
135,1,5.631141243786082e-07,8.58487891536477e-06,7.37001459914746e-11,-2.1889425624976866e-05,9.11577808437869e-05,0.00011304720646876376,6.620486461143069,61.72876823504285,0.2375249500998004,3.7082638997783185e-08,1.6967401854165787e-14,3.9530701764581304e-13,7.278476477666374e-13,6.337608128865327e-13,2.534951146896602e-13,3.454879753464733e-14,-1.2998799336450915e-07,2.298929020640071e-06,5.285074641941115e-12,-2.115723691531457e-05,5.9034650803369004e-06,2.706070199565147e-05,-4.823178922053722,40.07383701303936,0.249500998003992,2.6562877317003832e-09,1.0102396630118347e-15,3.120231645290922e-14,1.2471805332249011e-13,1.1917921439042918e-13,5.0414637327676407e-14,6.709813787782201e-15
136,1,-1.4855470533255761e-07,1.3254777632287912e-05,1.7568913008139994e-10,-0.00013108240091241896,9.227622649632394e-05,0.0002233586274087429,-1.6232848903330162,50.8145402081456,0.24750499001996007,8.803131048952009e-08,3.380832355711879e-14,3.5170735244361084e-13,1.593536592864604e-12,1.542190462689458e-12,2.190058064494402e-12,5.747993724455722e-13,6.142878605132271e-08,2.5650176456263897e-06,6.579315522374747e-12,-2.1762245523859747e-05,2.061003033304587e-05,4.237227585690562e-05,0.18183941546483076,36.845608457843916,0.2754491017964072,3.298127598083374e-09,7.812405103672323e-16,5.351746555526606e-14,2.592049591104588e-13,2.37794702062026e-13,1.58283390082298e-13,4.0447698451590883e-14
137,1,-1.8773251735661463e-07,1.3167354281053228e-05,1.7337921876277077e-10,-0.000124174592201598,0.00011250668467255309,0.00023668127687415108,-0.7575057227505562,51.19736691317823,0.24550898203592814,8.688064559268275e-08,2.4084698628253807e-14,6.295411906533094e-13,2.9948044650237728e-12,2.9201629941836323e-12,3.072487668467355e-12,1.0190143900366447e-12,8.083761017288931e-08,1.8260382724581907e-06,3.3344157724820935e-12,-4.07924108003499e-06,1.626066841708962e-05,2.033990949712461e-05,3.049350162953069,23.912169909171705,0.3033932135728543,1.6738161963419792e-09,4.41057814278126e-16,2.4422237053343273e-14,7.225527216115285e-14,8.096258311895124e-14,6.955413610758251e-14,6.991827915416994e-15
138,1,6.061563537094443e-07,8.97206153591081e-06,8.049788820417024e-11,-2.62056910287356e-05,0.0001080959482351318,0.0001343016392638674,8.149043566595942,86.86806777308622,0.23552894211576847,4.051352217838558e-08,2.165109365878166e-14,1.0932524897384784e-13,2.5376720040061223e-13,2.2730893329463947e-13,6.36117359853117e-14,1.1780028846740306e-14,-5.4372973978656125e-09,1.5724566686850071e-06,2.47261997489195e-12,-1.0019968613050878e-05,7.7943723226781e-06,1.781434093572898e-05,-0.39217493671075765,5.712562660939305,0.2774451097804391,1.2387974190865661e-09,1.8565140893540979e-16,5.090921065475757e-14,1.6241988054767366e-13,1.427940238550781e-13,4.7385073226192224e-14,7.382101540503493e-15
139,2,-1.429380175809338e-08,2.614218674165138e-06,6.8341392763537326e-12,-2.3192507796920836e-05,1.7182606825372204e-05,4.037511462229304e-05,-1.4435002936791923,24.001218374664642,0.2375249500998004,3.4240061381503383e-09,1.095123557414821e-15,7.67552726084463e-14,2.7761837056782073e-13,2.615004545904312e-13,5.777186701663434e-14,8.249213494880973e-15,1.5946135368725316e-07,2.5527709067076033e-06,6.516639302132759e-12,-7.025162631180137e-06,2.407732608844526e-05,3.11024887196254e-05,5.160227820997633,43.73209307794258,0.24750499001996007,3.277575679951717e-09,1.4403454542907603e-15,2.8770881242565854e-14,1.258334379432042e-13,1.2291338617163623e-13,4.333835348898224e-14,7.180042901482756e-15
140,2,6.206277445257671e-08,1.1135054695476171e-05,1.2398944307124592e-10,-9.385292651131749e-05,0.00011127942707389593,0.00020513235358521342,1.9607842308317058,55.45942118066414,0.2375249500998004,6.212064072446855e-08,2.7032940496652816e-14,1.3968379147914866e-13,2.10943851814619e-13,2.1296618309778327e-13,1.4085249441891406e-13,3.5137056457211256e-14,-3.0264975055590457e-08,2.54294813731761e-06,6.466585229087103e-12,-2.7663692890200764e-05,1.542149948363658e-05,4.3085192373837344e-05,-4.101338971715404,57.36059754665006,0.29141716566866266,3.2402181000989114e-09,1.1659475096712488e-16,4.8515051037592686e-14,1.1150543261888884e-13,9.897411383371796e-14,6.058747869255108e-14,1.0339875938692208e-14
141,2,4.927570730940321e-07,7.2016732568826765e-06,5.186409769889914e-11,-1.8829470718628727e-05,7.815071876393631e-05,9.698018948256504e-05,7.401079434121347,71.42325376593304,0.24151696606786427,2.6105560523223648e-08,1.324864069477672e-14,8.869353340146929e-14,2.2504555282237467e-13,1.939385959931277e-13,4.904088591027503e-14,6.828360208928567e-15,-1.6437828160507786e-07,2.680045726223467e-06,7.1826450946486704e-12,-2.566400326031726e-05,6.753395609848667e-06,3.2417398870165925e-05,-6.1063290992032835,54.383075168385474,0.2694610778443114,3.6120423223701664e-09,1.6217891934821163e-15,3.067235392919932e-14,1.3361436568426665e-13,1.237381046568288e-13,4.4417315524710805e-14,6.661961513314948e-15
142,2,-5.595196681063939e-07,8.776578427760274e-06,7.702832889862702e-11,-0.00011706451186910272,2.8693644708255306e-05,0.00014575815657735802,-8.996465687209994,110.66952947673344,0.2155688622754491,3.874803696997008e-08,1.999583642773873e-14,1.0769859907627505e-13,1.9469716583439084e-13,1.846600808688046e-13,6.208295086094294e-14,4.746540042442294e-15,1.0271956851571183e-07,2.165558414550868e-06,4.68964324683207e-12,-6.6996340137848165e-06,2.544299786677584e-05,3.214263188056066e-05,5.422954561784414,61.063018144439766,0.26147704590818366,2.35479747285065e-09,7.99746368525178e-16,5.2209162091106914e-14,1.1308841570509851e-13,1.1062598391333386e-13,5.0412749834810577e-14,4.947955824508642e-15
143,2,-3.073208806686877e-07,6.416357187785533e-06,4.1169639561247077e-11,-8.84827459231019e-05,2.2670756152365357e-05,0.00011115350207546726,-9.952537282571848,134.3445674788621,0.25349301397205587,2.0673306928155967e-08,9.722591995997555e-15,1.4196077456275798e-13,3.0695686043930926e-13,2.630575633372635e-13,6.128678817012589e-14,8.94183756488199e-15,1.5372719503790515e-07,2.591837827646804e-06,6.717623324820905e-12,-7.472526249330258e-06,2.572629637143109e-05,3.319882262076135e-05,4.963880443748371,43.26891215311001,0.23952095808383234,3.377368943032879e-09,1.3085810008444394e-15,9.21211080233043e-14,1.8673773494565625e-13,1.6470980129803035e-13,4.942356256247598e-14,6.755178128150152e-15
144,1,6.382327386004254e-07,9.226432657411643e-06,8.512705958175208e-11,-2.3084741769707762e-05,9.924616460921243e-05,0.0001223309063789202,7.645460483124871,74.79509026875616,0.21956087824351297,4.28527347057971e-08,2.284782282644629e-14,1.9937037765888736e-13,3.1633999618394663e-13,2.7504872555999976e-13,5.893841149686398e-14,4.559071592628469e-15,-8.328538369939675e-08,1.807931197424937e-06,3.2686152146223664e-12,-1.672563848842401e-05,3.976206244260538e-06,2.070184473268455e-05,-3.5756043070140695,28.564035464711345,0.25748502994011974,1.6410513865499215e-09,4.3496800803739903e-16,5.821821530093553e-14,1.1619127219419073e-13,1.1391219844472884e-13,4.9075413624774255e-14,3.9424116063462746e-15
145,1,3.159758153170068e-07,5.048610869410345e-06,2.5488471710728275e-11,-1.561005956318695e-05,5.813849566038698e-05,7.374855522357393e-05,6.917155123680585,70.10239379838927,0.2694610778443114,1.281974452572335e-08,5.706904477568241e-15,8.329865904647364e-14,1.6980021800835099e-13,1.5576863736048436e-13,6.911155935146141e-14,9.090116246762245e-15,-1.5553938654720083e-07,2.561514329213326e-06,6.561355658765194e-12,-2.3604812668054365e-05,5.721473826270085e-06,2.932628649432445e-05,-5.040039327642612,41.689012441442756,0.2874251497005988,3.299359627925869e-09,1.358217648601759e-15,3.613487250900902e-14,1.611723072205221e-13,1.5228634913468852e-13,5.696780519939325e-14,8.413072836105851e-15
146,2,5.004545160006584e-07,7.474266109531443e-06,5.58646538760903e-11,-2.2625508790952154e-05,8.653469558339566e-05,0.00010916020437434781,7.754849484370056,79.1226091151414,0.25349301397205587,2.8113669407936553e-08,1.4742280254955555e-14,5.414942881596097e-14,2.161500747893569e-13,1.8657912901578731e-13,6.880988873058177e-14,1.497259713068187e-14,-1.0139835066246961e-07,1.9375633756076124e-06,3.754151834495966e-12,-1.8157119484385476e-05,4.863986305281287e-06,2.3021105789666763e-05,-3.600408930577851,29.000064654254224,0.281437125748503,1.8859811634665302e-09,6.769996949939597e-16,3.754038927336253e-14,1.1397106658433602e-13,9.966598071930421e-14,5.072397009071884e-14,1.0358277004567521e-14
147,1,2.783986857537796e-07,5.967872312319564e-06,3.561549993615046e-11,-2.0913250409648754e-05,8.411372255068272e-05,0.00010502697296033148,10.52719304791244,144.98562030491505,0.24550898203592814,1.7882195887954327e-08,9.091735964757676e-15,6.461605452409504e-14,2.4560779323313166e-13,2.1101316475286193e-13,7.821093683704549e-14,6.531299838908582e-15,1.2085217235463154e-07,2.386850768936207e-06,5.6970565931713615e-12,-6.131784630269976e-06,2.671114998520352e-05,3.2842934615473496e-05,5.0384401932437575,50.05826993857111,0.24750499001996007,2.8615425822078314e-09,9.436813893337394e-16,5.161566028119361e-14,1.8796238596345842e-13,1.744281449185327e-13,6.341812737842127e-14,3.9737142416016035e-15
148,2,-4.7346673389488223e-07,7.547998091696421e-06,5.697227519225281e-11,-9.01152307051234e-05,1.9905421140720136e-05,0.00011002065184584353,-7.73462194737742,84.0031682800204,0.21357285429141717,2.8655419416119307e-08,1.680376219475501e-14,4.440819075134463e-13,7.346934972455312e-13,6.667110180002299e-13,8.380591197215815e-14,9.956328693509572e-15,-1.2450120911335014e-07,2.2252002568013495e-06,4.951516182868791e-12,-2.2641735995421186e-05,5.279593551676953e-06,2.792132954709814e-05,-4.790664226239759,43.67934372651677,0.24151696606786427,2.4884753837036778e-09,7.186505358261463e-16,5.724705691086566e-14,1.6038817556985993e-13,1.5201618032842402e-13,5.0269353854702985e-14,4.270873729212547e-15
149,2,-4.548786507454512e-07,7.4908743011072416e-06,5.6113197794988906e-11,-9.031651279656217e-05,2.309783667442389e-05,0.00011341434947098605,-7.313999164801351,82.65486220072526,0.1996007984031936,2.8216376303328348e-08,1.269414049853281e-14,3.3113464662758594e-13,9.626148745955568e-13,9.122012027676435e-13,1.594615840415228e-13,1.1259886913841283e-14,-1.513648395317481e-07,2.6020969946127592e-06,6.770908769372755e-12,-2.5486328013357706e-05,7.217624897748465e-06,3.270395291110617e-05,-4.926236794413538,42.95972690825275,0.22554890219560877,3.403703862093632e-09,1.3491089839512186e-15,6.837703201328045e-14,1.444309217660999e-13,1.5420076812922435e-13,5.93827987459708e-14,4.920808960063073e-15
150,2,-1.245758169604184e-06,0.0005486113645423716,3.00974429305043e-07,-0.001987081253901124,0.0020148297771811485,0.0040019110310822725,0.07981006902483251,1.8808911618422357,0.3073852295409182,0.00015078896659044853,5.243840615640684e-13,9.533641866149562e-10,9.800901757682257e-09,8.623197965533461e-09,1.15290877715637e-08,2.006490120089365e-09,4.556034281093249e-08,1.860675832341723e-05,3.4621145530605647e-10,-6.191277498146519e-05,7.877287862356752e-05,0.0001406856536050327,0.031208394370937885,1.9765179055221038,0.3093812375249501,1.7345297905649764e-07,8.438913371315522e-16,1.0178996175149696e-12,1.2929237608285918e-11,1.1225733627053067e-11,1.3418401695158685e-11,2.3096163240654773e-12
151,1,1.5012441888792565e-06,0.000551768489049609,3.0444846550808847e-07,-0.0016359970904886723,0.0016880306648090482,0.0033240277552977204,-0.07504935872013387,-0.18156061179948546,0.37325349301397204,0.00015252981034034375,2.6153786441744767e-13,2.695870440497736e-09,8.458221885628319e-09,8.733526613015993e-09,1.222888939623235e-08,3.870926886396817e-09,-7.998726786262877e-08,2.3730483201039573e-05,5.631358329548213e-10,-7.694475061725825e-05,6.791959458496422e-05,0.00014486434520222247,0.023951150319395598,-0.11477870618346087,0.3812375249500998,2.8213425768983854e-07,6.263351627194583e-16,5.722454419156035e-12,1.636633938605851e-11,1.6302916137199153e-11,2.273592001902139e-11,6.478207292730608e-12
152,1,2.13679243433383e-06,0.0002968742870002972,8.813434228193485e-08,-0.0016980196814984083,0.0013449779944494367,0.003042997675947845,0.2061730121672752,5.63631161772998,0.32335329341317365,4.415759299008498e-05,5.204478701900321e-13,4.0282823719203916e-11,1.2165355108509214e-09,1.3622406982927621e-09,1.8423627499356798e-09,3.1411590209715244e-10,-7.497330430203182e-08,1.350457703183909e-05,1.823736008088759e-10,-6.678340287180617e-05,7.360825838986784e-05,0.00014039166126167402,-0.33323938177967705,5.635565553584534,0.32934131736526945,9.137199012442215e-08,1.1804104638868965e-15,1.341022172491025e-13,2.3674541380054525e-12,2.5030588998765346e-12,3.728474279593444e-12,6.862271346954727e-13
153,2,8.832087458123668e-07,0.00032278957628904825,1.041931105608633e-07,-0.001202414627186954,0.0011336903553456068,0.002336104982532561,0.03858712301713007,2.2456935066422874,0.36127744510978044,5.220113919989454e-05,3.536640029604959e-13,4.5068025756249215e-10,1.861524877438975e-09,1.7939810458472489e-09,2.5913251938573254e-09,5.409961881077678e-10,-4.5639286378129194e-08,1.643294202257211e-05,2.7004158351721636e-10,-5.4477426601806656e-05,6.161007331684232e-05,0.00011608749991864897,0.011688381029667634,2.229228819806445,0.3253493013972056,1.352918768973004e-07,8.835191863947172e-16,1.5318494941895018e-12,5.101027513961998e-12,4.807265718924043e-12,6.5275143376476525e-12,1.4364892228044904e-12
