epoch_index,label,C3_mean,C3_std,C3_var,C3_min,C3_max,C3_range,C3_skewness,C3_kurtosis,C3_zero_crossing_rate,C3_signal_energy,C3_delta_power,C3_theta_power,C3_alpha_power,C3_mu_power,C3_beta_power,C3_gamma_power,C4_mean,C4_std,C4_var,C4_min,C4_max,C4_range,C4_skewness,C4_kurtosis,C4_zero_crossing_rate,C4_signal_energy,C4_delta_power,C4_theta_power,C4_alpha_power,C4_mu_power,C4_beta_power,C4_gamma_power
38,1,-8.097685915749893e-07,1.1690824847624943e-05,1.3667538561784478e-10,-0.0001393807033309713,3.0796658393228427e-05,0.00017017736172419973,-8.286104039089471,86.94622429050467,0.23952095808383234,6.880288650566281e-08,3.730107168808773e-14,9.295081723835787e-14,1.78087614161895e-13,1.5974397136385484e-13,4.98625706311715e-14,4.8440700890413224e-15,-1.7548156787375353e-07,2.817955608422139e-06,7.940873811037787e-12,-2.9082930268486962e-05,6.8355425355548505e-06,3.591847280404181e-05,-5.685370240500285,51.5584413893874,0.2435129740518962,3.993805463442311e-09,1.6710119825586569e-15,5.759791030600595e-14,1.69651760682703e-13,1.5236808755581545e-13,4.9498483081613333e-14,4.806333577784204e-15
39,2,8.385598267456287e-07,1.211269667670089e-05,1.467174207817608e-10,-3.257095522712916e-05,0.000130701475427486,0.00016327243065461516,8.01260122033656,79.42324481431648,0.2375249500998004,7.385772228576101e-08,4.021107952763981e-14,8.605725045372705e-14,9.861171495386114e-14,1.0884355369748258e-13,6.641438802778173e-14,6.740312096468463e-15,1.7928934825506592e-07,2.9247484702579075e-06,8.55415361427597e-12,-7.983880095707718e-06,2.95220179395983e-05,3.750589803530602e-05,5.830044588291776,52.33725524209929,0.24750499001996007,4.3017354406215224e-09,1.7518635007932505e-15,3.374528577537463e-14,9.537321540494595e-14,1.046257179644738e-13,6.482524810588153e-14,7.221427664557451e-15
40,2,-7.89172480166474e-07,1.1395820589153495e-05,1.2986472690017473e-10,-0.00012887237244285643,3.067217403440736e-05,0.0001595445464772638,-7.863400201124103,78.44491508274504,0.24151696606786427,6.537424757191705e-08,3.734863069026565e-14,6.667721772749462e-14,1.4890606931763252e-13,1.374036160741354e-13,4.1294163685899494e-14,8.242294381922503e-15,-1.5408178579076198e-07,2.5089626198345253e-06,6.2948934277269245e-12,-2.4605420549050905e-05,6.35527067061048e-06,3.0960691219661385e-05,-4.774700072483465,39.53411318575009,0.2654690618762475,3.165635946844137e-09,1.509915729274128e-15,3.3211491886112165e-14,1.4247707727760147e-13,1.3254355709377778e-13,4.1395779591754506e-14,8.489631788866786e-15
41,1,-9.143031590475514e-07,1.4278565894917033e-05,2.0387744401548787e-10,-0.00013962907542008907,7.01193930581212e-05,0.00020974846847821027,-5.954512800432856,58.37027438749693,0.2435129740518962,1.0256141053534824e-07,4.8148264545451965e-14,1.3380201600486396e-13,9.99186190991403e-13,1.0781013897856196e-12,2.2255721797181443e-12,6.779854505764726e-13,-1.9614825593169478e-07,3.355382817424125e-06,1.1258593851465057e-11,-3.0461951610050164e-05,1.586814869369846e-05,4.633010030374862e-05,-4.513178796456245,40.84339580218045,0.2654690618762475,5.659831062874822e-09,2.22152008006203e-15,3.477621349185987e-14,1.4620896921645098e-13,1.504400594335621e-13,1.7942042158849662e-13,4.680830382573962e-14
42,1,9.598011118950288e-08,1.128477856019948e-05,1.2734622715273787e-10,-0.00014028380974195898,8.871472527971491e-05,0.0002289985350216739,-5.665284033888977,106.82282807222687,0.2554890219560878,6.380507510657541e-08,1.0179846120617079e-15,9.201142006111852e-14,1.9222074965589467e-13,1.7846792706307206e-13,1.4331875129094962e-13,3.064986609373276e-14,1.6111854939149152e-08,2.8447428038354883e-06,8.092561619973796e-12,-3.089814345003106e-05,2.158174720534589e-05,5.247989065537695e-05,-3.5341186007867607,59.74113782783612,0.2554890219560878,4.054503427133532e-09,1.1757675662169156e-16,8.802537162794355e-14,2.0530493340742988e-13,1.8465876644905e-13,6.012491913867117e-14,6.4655001504652416e-15
43,2,1.3526685154985983e-07,1.2628798036520283e-05,1.5948653984721853e-10,-9.826466703088954e-05,0.00011060474935220554,0.00020886941638309509,1.1837714140526578,39.83959140308085,0.2774451097804391,7.991192332114172e-08,7.958260378876387e-15,5.003805209744436e-13,2.642078492165393e-12,2.706745736596766e-12,3.228150487909871e-12,9.397619025968494e-13,3.73691106836604e-08,3.0629740272726667e-06,9.381809891746938e-12,-2.3695718482485972e-05,2.3696518837823533e-05,4.7392237320309505e-05,0.7660212944710579,26.825702751352367,0.30538922155688625,4.7009863774322936e-09,5.025527228254865e-16,6.49406346503396e-14,2.8137738660439293e-13,2.815148939372154e-13,2.047190389919688e-13,5.0434482475791143e-14
44,1,6.142791634349067e-07,9.197612302411255e-06,8.459607206546687e-11,-2.7139658413943835e-05,0.00010545711847953498,0.00013259677689347882,7.719088494624449,80.18904791231236,0.2774451097804391,4.257167888900468e-08,2.308906675753065e-14,7.621861689074377e-14,2.088403387695306e-13,2.0099620173428445e-13,1.295348014100583e-13,2.157533042377612e-14,1.2423959076693574e-07,2.2641798773333414e-06,5.126510516921225e-12,-6.293731985351769e-06,2.1607133021461777e-05,2.7900865006813547e-05,4.2943498350651295,37.04349193965937,0.281437125748503,2.5761149424104153e-09,1.0174084641126892e-15,3.038628748268771e-14,1.2100144909757717e-13,1.137550034860562e-13,5.241700699723256e-14,4.756940343313357e-15
45,2,8.617594278844993e-07,1.2456766969207788e-05,1.5517104332514617e-10,-3.241952072130516e-05,0.00013669753388967365,0.0001691170546109788,8.018754499072262,79.42399756542095,0.2215568862275449,7.811274999098365e-08,4.259941399721431e-14,8.969550033943716e-14,1.591162796210882e-13,1.445075886823467e-13,4.391405351922834e-14,7.136426259543822e-15,1.8594451636434027e-07,2.952568079186059e-06,8.717658262228454e-12,-7.4550571298459545e-06,2.9561668270616792e-05,3.701672540046275e-05,5.958820147930577,52.753838520788015,0.24151696606786427,4.384869046322606e-09,2.0133126134845527e-15,4.7093484222204265e-14,1.5008447308228652e-13,1.3729814363472972e-13,4.4045270403447573e-14,7.459814315148025e-15
46,2,-1.2017220821640973e-07,1.4482983779273691e-05,2.0975681915070488e-10,-0.00011890679888892919,0.00012673398305196315,0.00024564078194089234,-1.3521771431829068,41.07905179468685,0.23353293413173654,1.0509540151567657e-07,1.3826589167107133e-14,2.277448734827078e-13,3.5174485746484544e-13,3.9943626413259243e-13,4.5005757637652e-12,1.555879076874148e-13,-1.5118040543988586e-08,3.462370833006827e-06,1.1988011785256389e-11,-2.5338453269796446e-05,2.842336289177183e-05,5.3761816161568277e-05,-0.7091813005823441,29.599686348831,0.25349301397205587,6.006108410543546e-09,5.752357582238669e-16,6.101558623253181e-14,1.5090010341511593e-13,1.4057261753552677e-13,2.7072346784492175e-13,1.2146216491587924e-14
47,1,5.450460317882161e-07,7.953124163353513e-06,6.325218395771752e-11,-2.428593870718032e-05,8.97225909284316e-05,0.00011400852963561192,8.0239957792066,82.01244190004574,0.21756487025948104,3.1838178826377275e-08,1.6616209613027088e-14,5.265170095171506e-14,1.5113835267814335e-13,1.3617309507671438e-13,5.252950750510787e-14,6.7232114414459335e-15,1.2717865020769997e-07,2.19247262013435e-06,4.806936190038782e-12,-6.959190159250284e-06,1.9811528545687906e-05,2.677071870493819e-05,4.419608916708918,35.91926163362702,0.22554890219560877,2.4163784101528245e-09,8.943284409940519e-16,3.110194117760142e-14,1.4917777564728254e-13,1.343750717380853e-13,5.310262028522834e-14,7.184498630686651e-15
48,1,-1.4597172823510085e-07,2.6437031781011905e-05,6.989166493902334e-10,-0.00024446274619549513,0.0003004991158377379,0.000544961862033233,0.38124335588927766,59.187845359494126,0.2155688622754491,3.5016791652497437e-07,2.0021733762505766e-14,5.341843520607373e-12,2.1430203373735263e-11,2.140642103809405e-11,1.7347536344245503e-11,4.096553214468416e-12,-2.1611376206894866e-08,5.971748701775578e-06,3.566178255715831e-11,-5.418872751761228e-05,6.56583288218826e-05,0.00011984705633949488,0.27306477241113875,54.13366556488469,0.23952095808383234,1.786678705397867e-08,1.2290620283110444e-15,3.0073957518765367e-13,1.1900102863274388e-12,1.220049387496734e-12,9.209827839593909e-13,1.842049081000678e-13
49,1,8.770388885538691e-07,2.6360116975694588e-05,6.948557669723019e-10,-0.0002565713948570192,0.0001721270673442632,0.0004286984622012824,-0.19992513882041968,34.90651054462417,0.25948103792415167,3.4850810705635316e-07,3.9998514284212084e-14,1.0977817227106149e-12,4.093689602578625e-12,4.110080156876302e-12,5.867509829640334e-12,1.645899446229809e-12,1.9155941033277823e-07,6.0051025644583345e-06,3.6061256809664065e-11,-5.884457641514018e-05,3.834140079561621e-05,9.718597721075639e-05,-0.40052775291558607,33.9859916709833,0.26746506986027946,1.8085073860492903e-08,1.872988325783264e-15,1.0847807283674832e-13,2.340225318255423e-13,2.1804354997160356e-13,3.2179557561169165e-13,8.004974632350236e-14
50,1,7.662934922719733e-07,1.1079811323806386e-05,1.2276221897114824e-10,-2.8061956982128322e-05,0.00012147556844865903,0.00014953752543078735,7.985760442570854,78.87194795193592,0.24151696606786427,6.179806176841076e-08,3.314603145371776e-14,1.1490321101193904e-13,1.6912794749594827e-13,1.6730985201388228e-13,5.038168052119477e-14,5.907918554866007e-15,1.386167529555857e-07,2.3583540830202137e-06,5.561833980898114e-12,-4.932325737172505e-06,2.185676021326799e-05,2.6789085950440494e-05,4.831689151001042,39.0001897415768,0.25748502994011974,2.7961053411341297e-09,1.1025857468577057e-15,7.863898650945814e-14,1.5365041297239868e-13,1.5440511485717702e-13,5.085102610921009e-14,5.6783695003989034e-15
51,2,2.3549731534327967e-08,1.557586114185283e-05,2.426074503102809e-10,-0.000122303725220263,0.00013023668725509197,0.00025254041247535497,1.6633036364088962,46.12068778471644,0.2315369261477046,1.2154661045496825e-07,4.0406814836259664e-14,1.002629611042296e-12,4.164347151754048e-12,4.1945033741718766e-12,5.330492602656953e-12,1.5207943597385027e-12,5.692629067622821e-09,3.0524784609468297e-06,9.317624754544327e-12,-2.1738776922575198e-05,2.3912452888907865e-05,4.565122981148306e-05,1.6564981890808868,34.56647380853783,0.281437125748503,4.668146237445584e-09,1.2068570227333182e-15,1.0730715031529592e-13,2.250267830218757e-13,2.2316213720978605e-13,2.315863418601953e-13,5.84990731925085e-14
52,2,-6.936276230534866e-07,1.0145772706322286e-05,1.0293670380835425e-10,-0.00011664840712910518,2.9385810194071382e-05,0.00014603421732317656,-8.044451716811068,81.74378622263363,0.249500998003992,5.181232936699635e-08,2.7256448995952056e-14,4.220244163620956e-14,1.1583510249845437e-13,1.0265177701810479e-13,4.8245590505196755e-14,7.031158929735981e-15,-1.3059729789039363e-07,2.2998527662385607e-06,5.289322746375159e-12,-2.1491456209332682e-05,8.094426448224112e-06,2.9585882657556795e-05,-4.671902622173309,39.43442005071302,0.2754491017964072,2.658495578696307e-09,9.435959733391566e-16,1.7598716941457357e-14,1.1439206504194007e-13,1.0206833434343783e-13,4.8771372225646085e-14,7.129044640247299e-15
53,2,-5.866944624129718e-07,8.653049779513304e-06,7.487527048673524e-11,-9.645708632888272e-05,2.4244251108029857e-05,0.00012070133743691258,-7.8637010038763115,79.21835840224648,0.24151696606786427,3.7684959920359597e-08,1.9349619392168378e-14,1.0006790493778696e-13,2.237604877853045e-13,1.9038232532079138e-13,4.815596023025115e-14,8.010029438700318e-15,-1.0111052951498193e-07,2.0982899654065807e-06,4.402820778925949e-12,-1.829328539315611e-05,4.912153599434532e-06,2.3205438992590643e-05,-3.329405765334153,24.980844622644828,0.25748502994011974,2.21093510317048e-09,6.049102292200127e-16,7.95605778044044e-14,2.2411071644383272e-13,1.893964370648578e-13,4.3130051074736605e-14,7.669356067612693e-15
54,2,4.352663869730306e-07,0.0007055132158359949,4.977488977192471e-07,-0.010554205626249313,0.004644953180104494,0.015199158806353807,-6.419530932735227,117.74419773919557,0.2275449101796407,0.0002493722926752134,6.813765885546473e-14,8.209134631975546e-10,2.458760530455031e-09,2.4642512129262758e-09,2.434318918049678e-09,5.017244003543134e-10,9.694833444534268e-08,0.00014546691337869204,2.1160622887923895e-08,-0.002176147885620594,0.0009580081095919013,0.0031341559952124953,-6.417902119150313,117.73393426167361,0.2435129740518962,1.0601476775738627e-05,3.0346222659023504e-15,3.43621661915781e-11,1.0437584464669002e-10,1.0478403605626979e-10,1.0344993732615791e-10,2.1446077317090555e-11
55,1,8.227003673420888e-08,9.400054542155817e-06,8.836102539550422e-11,-9.670603321865201e-05,6.552325066877529e-05,0.0001622292838874273,-2.3254268749961735,54.79573701591371,0.22355289421157684,4.427226467097869e-08,2.6040428468499838e-14,6.612347004061082e-13,3.147453131875361e-12,3.041683313878569e-12,3.909324349420908e-12,1.1888668534235109e-12,1.3910104540493128e-08,2.166293855609168e-06,4.692829068850035e-12,-1.7426764316041954e-05,1.413502741343109e-05,3.156179172947304e-05,-0.8955809775221266,25.103260853413495,0.2874251497005988,2.3512043024890403e-09,1.0170594016454675e-15,4.637129416589486e-14,1.9696933479606256e-13,1.7291241772667184e-13,1.632792407993204e-13,5.625642048362303e-14
56,2,3.674641908492734e-07,1.2546430501462832e-05,1.5741291832803687e-10,-0.00013265374582260847,8.34374877740629e-05,0.00021609123359667137,-2.4078315958067638,57.7010551775514,0.249500998003992,7.893152207805628e-08,6.949577602408777e-15,1.6828246460652482e-12,5.6314039595463326e-12,5.716993012681557e-12,7.935294866277357e-12,2.476233652335802e-12,7.708052369280497e-08,2.5679959921821575e-06,6.594603415863623e-12,-2.204106203862466e-05,1.5461475413758308e-05,3.750253745238297e-05,-0.6300855773448707,25.789374528395566,0.2894211576846307,3.306872956321186e-09,2.723567135253104e-16,1.2757204990887695e-13,2.348852699720783e-13,2.1414966658866507e-13,2.7961760358141367e-13,8.424939651304015e-14
57,1,1.9932672604532678e-07,1.0701629647961889e-05,1.145248771221369e-10,-0.0001276629336643964,8.025520946830511e-05,0.00020791814313270152,-4.378444204084624,89.1451186067635,0.26746506986027946,5.7396868741192275e-08,3.659034245435968e-15,6.424179394652476e-13,2.5953355094009638e-12,2.6052744077996508e-12,3.5890154948014467e-12,1.1059376696313659e-12,3.859175532000381e-08,2.348473630660668e-06,5.5153283939084986e-12,-2.3427190171787515e-05,1.6129057257785462e-05,3.955624742957298e-05,-2.495877039509414,45.357287104854066,0.2954091816367265,2.763925676461076e-09,1.2410264652331536e-16,5.3128659140437794e-14,2.0186506936958545e-13,1.911002378836255e-13,1.655127072880375e-13,5.609441347956488e-14
58,1,-7.562453697746916e-07,1.146373787527038e-05,1.3141728607290862e-10,-0.00013451087579596788,5.0423270295141265e-05,0.00018493414609110914,-7.7538994032554545,84.57991015464889,0.21357285429141717,6.612658575923934e-08,3.381861805373313e-14,6.316256075694124e-14,1.686391937096722e-13,1.7052686519883595e-13,5.891699915929531e-14,5.323201148389537e-15,-1.4876528218400596e-07,2.60184816511049e-06,6.769613874288823e-12,-2.7026657335227355e-05,1.0290636055287905e-05,3.731729339051526e-05,-5.18669648619995,50.159924093179015,0.22954091816367264,3.4026642367195268e-09,1.3983695119857064e-15,3.4482564425410706e-14,1.6554210067838198e-13,1.6625733239486428e-13,5.56852806147987e-14,4.354148977001485e-15
59,2,-3.8508344287985875e-07,5.812019893615808e-06,3.3779575243785906e-11,-7.193220517365262e-05,1.5864759916439652e-05,8.779696509009227e-05,-8.015273064080928,85.09928353302641,0.249500998003992,1.6997860115384823e-08,8.390008439755587e-15,5.620267374308816e-14,1.6386201248422762e-13,1.5234080982055316e-13,4.6983686483064805e-14,5.335257487807723e-15,-7.663724056786098e-08,1.6970617739605395e-06,2.880018664638093e-12,-1.5107439139683265e-05,4.556204658001661e-06,1.9663643797684927e-05,-2.810844576498218,20.225625177673624,0.25748502994011974,1.4458318575712544e-09,3.648780838964107e-16,4.639916652899404e-14,1.6307657902991155e-13,1.5154793244987565e-13,4.590987941720871e-14,5.125194286687206e-15
60,2,5.354234143476061e-08,1.2592314566181775e-05,1.5856638613367373e-10,-8.433295442955568e-05,0.00011340070341248065,0.00019773365784203634,2.5536116471164663,46.65780774567823,0.25948103792415167,7.944319571091602e-08,2.179319165892606e-14,1.0621077229491776e-12,4.013635644160869e-12,4.00397428665445e-12,5.251164675782991e-12,1.454319428888231e-12,9.642131151173191e-09,2.6767950074876705e-06,7.1652315121109176e-12,-1.730539952404797e-05,2.062908788502682e-05,3.793448740907479e-05,1.4565994185890587,27.450422538972244,0.2934131736526946,3.5898275658848306e-09,8.714443368378777e-16,8.735990692640179e-14,2.0985910617989368e-13,2.027312751052458e-13,2.2106223057490515e-13,4.584036236022762e-14
61,2,-1.1368240120127e-07,2.0183132373529652e-05,4.073588324074207e-10,-0.00013491544814314693,0.00012017232802463695,0.0002550877761677839,-1.0083075868616584,20.691202183040645,0.25349301397205587,2.0409324980397763e-07,1.1240896725694209e-14,2.3659745088931436e-12,1.0485092097731782e-11,1.0579095382120037e-11,2.1131175361689614e-11,3.4128546430759266e-12,-2.781680236540242e-08,4.018601864683301e-06,1.6149160946836108e-11,-2.7243917429586872e-05,2.1995223505655304e-05,4.9239140935242176e-05,-1.1760485450105784,17.29205123896342,0.2714570858283433,8.091117295386303e-09,3.9339287650402006e-16,1.2090769977698841e-13,4.535359314223885e-13,4.883362714477463e-13,8.056517680810616e-13,1.1247410517437678e-13
62,2,4.796020969131369e-07,2.1104348224883292e-05,4.453935139971345e-10,-0.0001321649906458333,0.00014316033048089594,0.00027532532112672925,0.5026726439489411,20.87085680712664,0.29141716566866266,2.2325738961641751e-07,2.8609071838742544e-14,3.0853822417552425e-12,1.0411389954795835e-11,9.886169899057139e-12,1.148294518204351e-11,2.5891141617583438e-12,9.395810449967483e-08,4.267636578416961e-06,1.8212721965442425e-11,-2.580809268692974e-05,2.6334351787227206e-05,5.2142444474156946e-05,0.4120683020809254,17.063219880931662,0.3033932135728543,9.128996595512642e-09,9.18773058862137e-16,8.942128079649444e-14,3.855224562456385e-13,3.848468591055993e-13,5.421128899144523e-13,8.910225850523594e-14
63,2,5.6488014496630466e-09,4.5872621296784396e-05,2.1042973846381975e-09,-0.00028879233286716044,0.0002313169534318149,0.0005201092862989753,-0.19011835018182946,10.993657097156438,0.2874251497005988,1.0542530056901249e-06,1.30342706243044e-14,2.3559727338015733e-11,6.545309841573853e-11,5.92099130913489e-11,6.965000130436155e-11,2.3893035297337485e-11,4.120821007113264e-09,9.011606101696454e-06,8.120904453213277e-11,-5.4966392781352624e-05,4.405331492307596e-05,9.901970770442858e-05,-0.17109624981459792,10.528220165221946,0.3073852295409182,4.068573981816257e-08,3.7513823139399324e-16,7.895653085985673e-13,2.3164789060473906e-12,2.0745303487892146e-12,2.7241419601172437e-12,8.873287198944304e-13
64,1,-7.968383669128872e-07,1.3179916533457634e-05,1.737101998289099e-10,-0.0001316460402449593,4.326881025917828e-05,0.00017491485050413758,-5.683408833761361,49.81554415707155,0.22355289421157684,8.734692075715903e-08,3.464651820785592e-14,6.879349312347824e-14,2.144599445894402e-13,1.960108893249624e-13,4.7199799631702453e-14,9.026045473323986e-15,-1.6032740878803017e-07,2.80552458850724e-06,7.870968216718719e-12,-2.440932803438045e-05,9.322681762569118e-06,3.373200979694957e-05,-4.5788808788047515,35.85165478568282,0.25748502994011974,3.956233220458429e-09,1.4803766493978238e-15,2.2609353452001393e-14,1.655757628466006e-13,1.5040209876195144e-13,4.009558297991564e-14,6.480863595776937e-15
65,1,2.0656574532377562e-07,3.7734273114556697e-06,1.4238753674839562e-11,-1.2377004168229178e-05,5.0802478654077277e-05,6.317948282230645e-05,8.554570803506376,107.04602393610048,0.2774451097804391,7.1549929640723444e-09,3.787555888529342e-15,1.4475237518829483e-14,1.340960836524576e-13,1.3300291618147402e-13,4.741793846625789e-14,7.399388875198223e-15,3.1475463501818576e-08,1.3933134460390579e-06,1.9413223589132344e-12,-3.6288447518018074e-06,1.0770875633170363e-05,1.439972038497217e-05,1.4258090059895456,9.376147525389824,0.313373253493014,9.730988449216604e-10,1.3729960057117965e-16,1.1395328887949259e-14,1.278619396048469e-13,1.2671165280673417e-13,4.7340005762810146e-14,7.33004650867572e-15
66,2,3.5950131804485873e-07,1.2440812149491594e-05,1.5477380693893764e-10,-8.480967517243698e-05,0.00013629182649310678,0.00022110150166554376,4.9516341906506565,70.1088374026471,0.25149700598802394,7.760642711644343e-08,9.931076469174246e-15,7.582230694742864e-13,3.8607159894663305e-12,3.855554791239369e-12,4.7973144589068236e-12,1.3845720715578064e-12,6.841068166509641e-08,2.5690082817703622e-06,6.5998035518047084e-12,-1.530305053165648e-05,2.4576394935138524e-05,3.9879445466795005e-05,3.495175285286678,41.677817389104625,0.2654690618762475,3.3088462701584662e-09,3.735279490106685e-16,4.0741636432475246e-14,2.412059260542954e-13,2.326608957485352e-13,1.88591612263488e-13,4.606560702897459e-14
67,2,1.3268085539634006e-07,2.7604651701605653e-05,7.620167955669599e-10,-0.0002766294055618346,0.00022517239267472178,0.0005018017982365564,0.31898394006146463,40.54986100445035,0.24151696606786427,3.8177923428795065e-07,2.0973943315984522e-14,4.0006885875039586e-12,2.3126646723178614e-11,2.4219154848138472e-11,3.656021165842047e-11,8.13220831626423e-12,1.7952023876315374e-08,5.4598340697493485e-06,2.980978806919573e-11,-5.3015024604974315e-05,4.335250559961423e-05,9.636753020458855e-05,0.21695339217110216,35.82522439373212,0.281437125748503,1.4934865282522848e-08,8.650560850893167e-16,1.5063654615722975e-13,9.205898354474564e-13,9.730907530820201e-13,1.4234635094909763e-12,3.03346182607651e-13
68,1,-5.884999807506048e-07,1.0071970427479049e-05,1.0144458829201249e-10,-0.00010064472007798031,3.142490822938271e-05,0.00013206962830736302,-5.509108162730019,48.776287780808175,0.2654690618762475,5.0997251180197327e-08,1.9761169360170378e-14,5.542402935824956e-14,3.580327611144196e-13,3.7450928727013313e-13,4.002858944203625e-13,1.0997493741772452e-13,-1.2028908369000255e-07,2.3425075331121024e-06,5.4873415426869475e-12,-1.9092136426479556e-05,7.122460374375805e-06,2.621459680085536e-05,-3.1089327425299245,22.5408874707143,0.2654690618762475,2.7564073141773057e-09,8.215695814699539e-16,3.600506166585012e-14,1.3073346026600559e-13,1.262892576003323e-13,7.199002262825351e-14,7.164605817714658e-15
69,2,-2.401337357525549e-08,1.0787260322172895e-05,1.1636498525832565e-10,-7.734754763077945e-05,0.00012845959281548858,0.00020580714044626802,4.664019801918247,83.99279321492789,0.2954091816367265,5.82991465121185e-08,2.918810009264566e-15,6.568523090204893e-13,3.0557922824532462e-12,3.127327749613649e-12,3.649889727867147e-12,9.977030682732885e-13,-4.555270768708419e-09,2.279808812121886e-06,5.197528219828605e-12,-1.29649024529499e-05,2.2977599655860104e-05,3.5942502108810004e-05,2.781140524849344,38.68491339072864,0.2874251497005988,2.603972034130511e-09,2.053426128296442e-16,2.3249144075767968e-14,2.41704349272453e-13,2.2573225773377807e-13,1.5951634515866672e-13,3.2947219416793874e-14
70,1,3.728937945363674e-07,1.6339972007007422e-05,2.669946851897861e-10,-0.00010456774907652289,0.0001353409606963396,0.0002399087097728625,3.0417582739983557,40.26135391938681,0.26147704590818366,1.3383400122086674e-07,7.85234416321936e-15,9.94005447062446e-13,4.4226516405927545e-12,4.579320726269002e-12,6.401342766205176e-12,1.9120035453678822e-12,6.830672553507593e-08,3.115180917498081e-06,9.704352148744188e-12,-1.9104536477243528e-05,2.3719876480754465e-05,4.282441295799799e-05,2.1583856263141286,27.495098974181346,0.27944111776447106,4.8642179967062526e-09,2.870545932848249e-16,4.499360760481683e-14,2.109501469223742e-13,2.172306923654133e-13,2.450849436277177e-13,7.532665217389851e-14
71,1,1.3446308091719595e-07,6.718216625722962e-06,4.513443463014042e-11,-4.227348108543083e-05,8.16956817288883e-05,0.00012396916281431913,6.411877192013671,88.94189987176952,0.25149700598802394,2.2621409990085347e-08,1.1093110583105813e-14,4.264712088861703e-14,2.2834497465072264e-13,2.0018583822251826e-13,1.6725908199150422e-13,5.1110157161521453e-14,2.3438908254965513e-08,1.5271631550288764e-06,2.332227302077752e-12,-5.871803750778781e-06,1.2823199540434871e-05,1.8695003291213652e-05,2.1490622356550677,18.823744387745965,0.2554890219560878,1.1687211189334665e-09,2.320276581278792e-16,2.062939091663714e-14,1.4869569883062446e-13,1.2831130314356706e-13,3.5976796571791045e-14,7.373277328056767e-15
72,2,-4.097026587691109e-07,2.8549175208145637e-05,8.150554050653975e-10,-0.00025759340496733785,0.0003632875741459429,0.0006208809791132808,2.186516940074113,78.00587505794088,0.22954091816367264,4.08426853928334e-07,1.4011970614041289e-14,3.879250092250253e-12,2.3917027514194173e-11,2.5147997963374365e-11,5.287354957001444e-11,1.14908903117687e-11,-6.815798007423949e-08,5.162763715522608e-06,2.6654129182316803e-11,-4.5372118620434776e-05,6.302452675299719e-05,0.00010839664537343197,1.9121443426050462,67.0569712922719,0.26147704590818366,1.3356046120974864e-08,4.456800302592826e-16,1.699858446081188e-13,1.0122973601210184e-12,1.0070055530893986e-12,1.6118561621528967e-12,3.5902875502095463e-13
73,1,2.1449737041325132e-07,3.4852192860269348e-06,1.2146753471694096e-11,-1.463513126509497e-05,3.4629058063728735e-05,4.9264189328823704e-05,4.495822556544878,40.232452772826505,0.25948103792415167,6.1085740593977555e-09,2.4728791794238454e-15,5.896032853543947e-14,1.6231213818021354e-13,1.9207323505669677e-13,2.0388564046830154e-13,4.630552564540598e-14,4.215954521663446e-08,1.3431349735949333e-06,1.8040115572938621e-12,-3.937372639484238e-06,7.257053312059725e-06,1.1194425951543963e-05,0.49212358952451846,2.827586677502217,0.2754491017964072,9.047002812579144e-10,1.036143850379262e-16,2.926177962238236e-14,1.4712170393422392e-13,1.308686858135406e-13,4.21230066947739e-14,6.375760607393262e-15
74,1,7.33560366674265e-07,1.5744237298214153e-05,2.478810081024777e-10,-9.192748984787613e-05,0.0001441522326786071,0.00023607972252648324,4.865738339991587,49.27024372547035,0.249500998003992,1.244579785759305e-07,3.1538006785224954e-14,6.3591497581925e-13,3.4699687855289947e-12,3.469096967753953e-12,4.473721614060247e-12,1.2850492553923652e-12,1.3279173506373047e-07,3.010676293755576e-06,9.06417174578181e-12,-1.6586342098889872e-05,2.4169610696844757e-05,4.075595279573463e-05,3.5734894294850474,31.603471510299876,0.25748502994011974,4.5499845007322064e-09,1.0624188738114462e-15,4.460956246837769e-14,2.1880077755612517e-13,2.1955465096575734e-13,1.799581197253079e-13,4.1648593242565015e-14
75,1,-1.197386154388481e-07,1.2708081336304829e-05,1.6149533125013912e-10,-0.0001444089866708964,0.0001099683140637353,0.0002543773007346317,-3.0310591204750073,81.52173272432624,0.24550898203592814,8.091634396166936e-08,4.315611825108779e-14,1.2858914345968457e-13,1.1132008700341251e-13,1.2154254687420012e-13,5.864386809019241e-14,1.1136925651404901e-14,-1.968081839625237e-08,2.4313771850901724e-06,5.911595016177012e-12,-2.4091281375149265e-05,1.8951652236864902e-05,4.304293361201417e-05,-2.0510809753041808,48.951828948149654,0.2714570858283433,2.961903157745669e-09,1.1557186552248666e-15,5.4341812034746275e-14,9.106098629969715e-14,1.0089447808823074e-13,4.640949991162467e-14,6.581632955625528e-15
